trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1724922630_1..N03R,055050_1..N03R,1,0,1724922630,01 0910+ SFT/242,1724939991,1724943601,1228,0,0
1724922720_4..N06X118,055200_4..N06X118,4,0,1724922720,04 0912  UTI/KGB,1724939991,1724943601,1228,0,0
1724922720_5..N66R,055200_5..N66R,5,0,1724922720,05 0912  FLA/DYR,1724939991,1724943601,1228,0,0
1724922720_6..N,055200_6..N,6,0,1724922720,06 0912  BBR/177,1724939991,1724943601,46,0,0
1724922720_6..N03R,055200_6..N03R,6,0,1724922720,06 0912  BBR/177,1724939818,1724939826,1182,0,0
1724922720_7..N,055200_7..N,7,0,1724922720,07 0912 34H/WPT,1724939230,1724939241,1021,0,0
1724922720_7X..S,055200_7X..S,7X,1,1724922720,07 0912 MST/34H,1724936740,1724936751,360,0,0
1724922724_7..S,055208_7..S,7,1,1724922724,07 0912 MST/34H,1724939635,1724939646,725,0,0
1724922780_1..S03R,055300_1..S03R,1,1,1724922780,01 0913  242/SFT,1724939991,1724943601,1226,0,0
1724922780_GS.N04R,055300_GS.N04R,GS,0,1724922780,0S 0913  GCS/TSS,1724937261,1724937265,499,0,0
1724922780_GS.S01R,055300_GS.S01R,GS,1,1724922780,0S 0913  TSS/GCS,1724937235,1724937246,493,0,0
1724922810_1..N03R,055350_1..N03R,1,0,1724922810,01 0913+ SFT/242,1724939991,1724943601,1226,0,0
1724922810_4..S06R,055350_4..S06R,4,1,1724922810,04 0913+ WDL/UTI,1724939991,1724943601,1226,0,0
1724922840_2..N01X006,055400_2..N01X006,2,0,1724922840,02 0914  FLA/241,1724939991,1724943601,1168,0,0
1724922840_3..N01R,055400_3..N01R,3,0,1724922840,03 0914  NLT/148,1724939991,1724943601,1168,0,0
1724922840_3..S01R,055400_3..S01R,3,1,1724922840,03 0914  148/NLT,1724939991,1724943601,1168,0,0
1724922840_4..N43X004,055400_4..N43X004,4,0,1724922840,04 0914  UTI/MOT,1724939991,1724943601,1168,0,0
1724922840_5..S46R,055400_5..S46R,5,1,1724922840,05 0914  180/BWG,1724937201,1724937205,425,0,0
1724922840_7..N,055400_7..N,7,0,1724922840,E7 0914 34H/MST,1725004812,1725004827,11314,0,0
1724922840_7..S,055400_7..S,7,1,1724922840,07 0914 MST/34H,1724939818,1724939826,1177,0,0
1724922900_6..N01X025,055500_6..N01X025,6,0,1724922900,06 0915  BBR/PEL,1724939991,1724943601,1166,0,0
1724922930_6..S02R,055550_6..S02R,6X,0,1724922930,06 0915+ PEL/BBR,1724939991,1724943601,1166,0,0
1724922960_7..N,055600_7..N,7,0,1724922960,07 0916 34H/111,1724939230,1724939241,994,0,0
1724922960_GS.N01R,055600_GS.N01R,GS,0,1724922960,0S 0916  GCS/TSS,1724937426,1724937430,482,0,0
1724922960_GS.S04R,055600_GS.S04R,GS,1,1724922960,0S 0916  TSS/GCS,1724937460,1724937471,492,0,0
1724922990_1..N13R,055650_1..N13R,1,0,1724922990,01 0916+ SFT/215,1724939991,1724943601,1168,0,0
1724923080_1..S03R,055800_1..S03R,1,1,1724923080,01 0918  242/SFT,1724939991,1724943601,1166,0,0
1724923080_6..N03R,055800_6..N03R,6,0,1724923080,06 0918  BBR/177,1724939991,1724943601,1166,0,0
1724923080_7..N,055800_7..N,7,0,1724923080,E7 0918 34H/MST,1724939908,1724939916,675,0,0
1724923110_6..S03R,055850_6..S03R,6,1,1724923110,06 0918+ 177/BBR,1724939991,1724943601,1166,0,0
1724923140_4..N06X118,055900_4..N06X118,4,0,1724923140,04 0919  UTI/KGB,1724939991,1724943601,1109,0,0
1724923140_GS.N04R,055900_GS.N04R,GS,0,1724923140,0S 0919  GCS/TSS,1724937640,1724937651,483,0,0
1724923140_GS.S01R,055900_GS.S01R,GS,1,1724923140,0S 0919  TSS/GCS,1724937595,1724937606,471,0,0
1724923152_7..S,055921_7..S,7,1,1724923152,07 0919 MST/34H,1724939968,1724939976,766,0,0
1724923170_1..N03R,055950_1..N03R,1,0,1724923170,01 0919+ SFT/242,1724939991,1724943601,1109,0,0
1724923170_5..N66R,055950_5..N66R,5,0,1724923170,05 0919+ FLA/DYR,1724939991,1724943601,1109,0,0
1724923200_3..S01R,056000_3..S01R,3,1,1724923200,03 0920  148/NLT,1724939991,1724943601,1109,0,0
1724923200_5..S03R,056000_5..S03R,5,1,1724923200,05 0920  DYR/FLA,1724939991,1724943601,1107,0,0
1724923200_7..N,056000_7..N,7,0,1724923200,07 0920 34H/MST,1724939991,1724943601,1151,0,0
1724923230_2..S01R,056050_2..S01R,2,1,1724923230,02 0920+ 241/FLA,1724944371,1724944381,1313,0,0
1724923230_3..N01R,056050_3..N01R,3,0,1724923230,03 0920+ NLT/148,1724939991,1724943601,1109,0,0
1724923260_1..S12R,056100_1..S12R,1,1,1724923260,01 0921  137/SFT,1724939961,1724939968,1099,0,0
1724923260_6..N01X025,056100_6..N01X025,6,0,1724923260,06 0921  BBR/PEL,1724939991,1724943601,1107,0,0
1724923290_2..N01X066,056150_2..N01X066,2,0,1724923290,02 0921+ FLA/180,1724939991,1724943601,1107,0,0
1724923320_GS.N01R,056200_GS.N01R,GS,0,1724923320,0S 0922  GCS/TSS,1724937805,1724937816,525,0,0
1724923320_GS.S04R,056200_GS.S04R,GS,1,1724923320,0S 0922  TSS/GCS,1724937805,1724937816,525,0,0
1724923410_1..N03R,056350_1..N03R,1,0,1724923410,01 0923+ SFT/242,1724939991,1724943601,1107,0,0
1724923440_1..S03R,056400_1..S03R,1,1,1724923440,01 0924  242/SFT,1724939991,1724943601,1050,0,0
1724923440_7..N,056400_7..N,7,0,1724923440,07 0924 34H/WPT,1724939953,1724939961,1094,0,0
1724923440_7..S,056400_7..S,7,1,1724923440,07 0924 MST/34H,1724939991,1724943601,686,0,0
1724923470_6..N03R,056450_6..N03R,6,0,1724923470,06 0924+ BBR/177,1724939991,1724943601,1056,0,0
1724923500_6..S07R,056500_6..S07R,6X,1,1724923500,06 0925  PEL/BBR,1724939991,1724943601,1056,0,0
1724923500_GS.N04R,056500_GS.N04R,GS,0,1724923500,0S 0925  GCS/TSS,1724938000,1724938011,526,0,0
1724923500_GS.S01R,056500_GS.S01R,GS,1,1724923500,0S 0925  TSS/GCS,1724937966,1724937970,516,0,0
1724923560_3..S01R,056600_3..S01R,3,1,1724923560,03 0926  148/NLT,1724939991,1724943601,1056,0,0
1724923560_4..S06R,056600_4..S06R,4,1,1724923560,04 0926  WDL/UTI,1724939991,1724943601,1007,0,0
1724923590_4..N06X118,056650_4..N06X118,4,0,1724923590,04 0926+ UTI/KGB,1724939991,1724943601,1056,0,0
1724923620_1..N03R,056700_1..N03R,1,0,1724923620,01 0927  SFT/242,1724939991,1724943601,1056,0,0
1724923620_2..N01X006,056700_2..N01X006,2,0,1724923620,02 0927  FLA/241,1724944701,1724944711,1352,0,0
1724923620_2..S01R,056700_2..S01R,2,1,1724923620,02 0927  241/FLA,1724944521,1724944531,1302,0,0
1724923620_3..N01R,056700_3..N01R,3,0,1724923620,03 0927  NLT/148,1724939991,1724943601,1056,0,0
1724923650_5..N85R,056750_5..N85R,5,0,1724923650,05 0927+ BWG/GHW,1724939991,1724943601,1054,0,0
1724923650_6..S03R,056750_6..S03R,6,1,1724923650,06 0927+ 177/BBR,1724939991,1724943601,1054,0,0
1724923680_5..S03R,056800_5..S03R,5,1,1724923680,05 0928  DYR/FLA,1724943666,1724943676,1074,0,0
1724923680_7..N,056800_7..N,7,0,1724923680,07 0928 34H/MST,1724939991,1724943601,1057,0,0
1724923680_GS.N01R,056800_GS.N01R,GS,0,1724923680,0S 0928  GCS/TSS,1724938146,1724938150,562,0,0
1724923680_GS.S04R,056800_GS.S04R,GS,1,1724923680,0S 0928  TSS/GCS,1724938161,1724938176,568,0,0
1724923710_6..N01X025,056850_6..N01X025,6,0,1724923710,06 0928+ BBR/PEL,1724939991,1724943601,1054,0,0
1724923740_1..S03R,056900_1..S03R,1,1,1724923740,01 0929  242/SFT,1724939991,1724943601,933,0,0
1724923740_7..S,056900_7..S,7,1,1724923740,07 0929 MST/34H,1724939991,1724943601,686,0,0
1724923800_5..N66R,057000_5..N66R,5,0,1724923800,05 0930  FLA/DYR,1724939991,1724943601,977,0,0
1724923800_7..N,057000_7..N,7,0,1724923800,E7 0930 34H/MST,1724939991,1724943601,506,0,0
1724923890_1..N03R,057150_1..N03R,1,0,1724923890,01 0931+ SFT/242,1724939991,1724943601,977,0,0
1724923890_6..N06R,057150_6..N06R,6,0,1724923890,06 0931+ BBR/3AB,1724939991,1724943601,977,0,0
1724923890_GS.N04R,057150_GS.N04R,GS,0,1724923890,0S 0931+ GCS/TSS,1724938375,1724938386,547,0,0
1724923890_GS.S01R,057150_GS.S01R,GS,1,1724923890,0S 0931+ TSS/GCS,1724938360,1724938371,543,0,0
1724923920_7..N,057200_7..N,7,0,1724923920,07 0932 34H/111,1724939991,1724943601,1003,2,2
1724923950_2..S01R,057250_2..S01R,2,1,1724923950,02 0932+ 241/FLA,1724944846,1724944851,1311,0,0
1724923980_3..N01R,057300_3..N01R,3,0,1724923980,03 0933  NLT/148,1724939991,1724943601,961,0,0
1724923980_6..S07R,057300_6..S07R,6X,1,1724923980,06 0933  PEL/BBR,1724939991,1724943601,977,0,0
1724924010_4..N43X004,057350_4..N43X004,4,0,1724924010,04 0933+ UTI/MOT,1724939991,1724943601,977,0,0
1724924040_2..N01X066,057400_2..N01X066,2,0,1724924040,02 0934  FLA/180,1724939991,1724943601,897,0,0
1724924040_3..S01R,057400_3..S01R,3,1,1724924040,03 0934  148/NLT,1724939991,1724943601,897,0,0
1724924040_5..S03R,057400_5..S03R,5,1,1724924040,05 0934  DYR/FLA,1724944026,1724944036,1013,0,0
1724924040_7..S,057400_7..S,7,1,1724924040,07 0934 MST/34H,1724939991,1724943601,686,0,0
1724924070_1..S03R,057450_1..S03R,1,1,1724924070,01 0934+ 242/SFT,1724939991,1724943601,885,0,0
1724924070_6..N01X025,057450_6..N01X025,6,0,1724924070,06 0934+ BBR/PEL,1724939991,1724943601,897,0,0
1724924100_1..N03R,057500_1..N03R,1,0,1724924100,01 0935  SFT/242,1724939991,1724943601,897,0,0
1724924100_7..N,057500_7..N,7,0,1724924100,=7 0935 111/MST,1724938720,1724938731,571,0,0
1724924100_GS.S04R,057500_GS.S04R,GS,1,1724924100,0S 0935  TSS/GCS,1724938600,1724938611,527,0,0
1724924130_4..N06X118,057550_4..N06X118,4,0,1724924130,04 0935+ UTI/KGB,1724939991,1724943601,897,0,0
1724924130_GS.N01R,057550_GS.N01R,GS,0,1724924130,0S 0935+ GCS/TSS,1724938600,1724938611,527,0,0
1724924160_5..N66R,057600_5..N66R,5,0,1724924160,05 0936  FLA/DYR,1724943936,1724943946,989,0,0
1724924160_7..N,057600_7..N,7,0,1724924160,07 0936 34H/MST,1724939991,1724943601,935,0,0
1724924190_6..S03R,057650_6..S03R,6,1,1724924190,06 0936+ 177/BBR,1724939991,1724943601,897,0,0
1724924220_6..S06R,057700_6..S06R,6,1,1724924220,06 0937  3AB/BBR,1724939991,1724943601,897,0,0
1724924250_6..N06R,057750_6..N06R,6,0,1724924250,06 0937+ BBR/3AB,1724939991,1724943601,897,0,0
1724924340_4..S06R,057900_4..S06R,4,1,1724924340,04 0939  WDL/UTI,1724939991,1724943601,817,0,0
1724924340_GS.S01R,057900_GS.S01R,GS,1,1724924340,0S 0939  TSS/GCS,1724938795,1724938806,499,0,0
1724924370_1..S03R,057950_1..S03R,1,1,1724924370,01 0939+ 242/SFT,1724939991,1724943601,817,0,0
1724924370_6..S01R,057950_6..S01R,6,1,1724924370,06 0939+ PEL/BBR,1724939991,1724943601,817,0,0
1724924370_7..S,057950_7..S,7,1,1724924370,07 0939+ MST/34H,1724939991,1724943601,686,0,0
1724924370_GS.N04R,057950_GS.N04R,GS,0,1724924370,0S 0939+ GCS/TSS,1724938870,1724938881,519,0,0
1724924400_7..N,058000_7..N,7,0,1724924400,07 0940 34H/MST,1724939991,1724943601,871,0,0
1724924430_2..S01R,058050_2..S01R,2,1,1724924430,02 0940+ 241/FLA,1724945181,1724945191,1241,0,0
1724924430_6..N01X025,058050_6..N01X025,6,0,1724924430,06 0940+ BBR/PEL,1724939991,1724943601,817,0,0
1724924460_1..N13R,058100_1..N13R,1,0,1724924460,01 0941  SFT/215,1724939991,1724943601,674,0,0
1724924460_4..N06X118,058100_4..N06X118,4,0,1724924460,04 0941  UTI/KGB,1724939991,1724943601,817,0,0
1724924520_2..N01X006,058200_2..N01X006,2,0,1724924520,02 0942  FLA/241,1724945646,1724945656,1364,0,0
1724924520_5..S03R,058200_5..S03R,5,1,1724924520,05 0942  DYR/FLA,1724944641,1724944651,1097,0,0
1724924550_3..N01R,058250_3..N01R,3,0,1724924550,03 0942+ NLT/148,1724939991,1724943601,817,0,0
1724924550_3..S01R,058250_3..S01R,3,1,1724924550,03 0942+ 148/NLT,1724943651,1724943661,833,0,0
1724924580_GS.S04R,058300_GS.S04R,GS,1,1724924580,0S 0943  TSS/GCS,1724939080,1724939091,575,0,0
1724924610_6..N06R,058350_6..N06R,6,0,1724924610,06 0943+ BBR/3AB,1724939991,1724943601,817,0,0
1724924610_GS.N01R,058350_GS.N01R,GS,0,1724924610,0S 0943+ GCS/TSS,1724939065,1724939076,571,0,0
1724924640_7..N,058400_7..N,7,0,1724924640,07 0944 34H/MST,1724939991,1724943601,791,0,0
1724924649_7..S,058416_7..S,7,1,1724924649,07 0944 MST/34H,1724939991,1724943601,664,0,0
1724924670_1..S03R,058450_1..S03R,1,1,1724924670,01 0944+ 242/SFT,1724939991,1724943601,739,0,0
1724924670_6..S03R,058450_6..S03R,6,1,1724924670,06 0944+ 177/BBR,1724939991,1724943601,739,0,0
1724924700_4..N43X004,058500_4..N43X004,4,0,1724924700,04 0945  UTI/MOT,1724939991,1724943601,739,0,0
1724924760_6..S01R,058600_6..S01R,6,1,1724924760,06 0946  PEL/BBR,1724939991,1724943601,739,0,0
1724924790_5..N66R,058650_5..N66R,5,0,1724924790,05 0946+ FLA/DYR,1724945181,1724945191,1163,0,0
1724924820_1..N03R,058700_1..N03R,1,0,1724924820,01 0947  SFT/242,1724939991,1724943601,739,0,0
1724924820_6..N01X025,058700_6..N01X025,6,0,1724924820,06 0947  BBR/PEL,1724939991,1724943601,739,0,0
1724924820_GS.S01R,058700_GS.S01R,GS,1,1724924820,0S 0947  TSS/GCS,1724939271,1724939275,547,0,0
1724924850_GS.N04R,058750_GS.N04R,GS,0,1724924850,0S 0947+ GCS/TSS,1724939346,1724939350,567,0,0
1724924880_4..S06R,058800_4..S06R,4,1,1724924880,04 0948  WDL/UTI,1724943961,1724943966,837,0,0
1724924880_7..N,058800_7..N,7,0,1724924880,=7 0948 111/WPT,1724939485,1724939496,591,0,0
1724924940_2..S01R,058900_2..S01R,2,1,1724924940,02 0949  241/FLA,1724945941,1724945946,1285,0,0
1724924940_5..N85R,058900_5..N85R,5,0,1724924940,05 0949  BWG/GHW,1724939991,1724943601,660,0,0
1724924967_7..S,058946_7..S,7,1,1724924967,07 0949 MST/34H,1724939991,1724943601,656,0,0
1724924970_1..S03R,058950_1..S03R,1,1,1724924970,01 0949+ 242/SFT,1724939991,1724943601,660,0,0
1724925000_5..S03R,059000_5..S03R,5,1,1724925000,05 0950  DYR/FLA,1724944996,1724945001,1034,0,0
1724925030_2..N01X066,059050_2..N01X066,2,0,1724925030,02 0950+ FLA/180,1724944611,1724944621,932,0,0
1724925030_3..N01R,059050_3..N01R,3,1,1724925030,03 0950+ NLT/148,1724943831,1724943841,658,0,0
1724925030_3..S01R,059050_3..S01R,3,1,1724925030,03 0950+ 148/NLT,1724943771,1724943781,708,0,0
1724925030_4..N06X118,059050_4..N06X118,4,0,1724925030,04 0950+ UTI/KGB,1724939991,1724943601,660,0,0
1724925030_6..N06R,059050_6..N06R,6,0,1724925030,06 0950+ BBR/3AB,1724939991,1724943601,660,0,0
1724925060_GS.S04R,059100_GS.S04R,GS,1,1724925060,0S 0951  TSS/GCS,1724939530,1724939541,538,0,0
1724925090_1..N03R,059150_1..N03R,1,0,1724925090,01 0951+ SFT/242,1724939991,1724943601,660,0,0
1724925120_6..S01R,059200_6..S01R,6,1,1724925120,06 0952  PEL/BBR,1724939991,1724943601,660,0,0
1724925120_7..N,059200_7..N,7,0,1724925120,07 0952 34H/MST,1724939991,1724943601,686,0,0
1724925120_GS.N01R,059200_GS.N01R,GS,0,1724925120,0S 0952  GCS/TSS,1724939590,1724939601,554,0,0
1724925150_5..N66R,059250_5..N66R,5,0,1724925150,05 0952+ FLA/DYR,1724945356,1724945361,1130,0,0
1724925210_4..N43X004,059350_4..N43X004,4,0,1724925210,04 0953+ UTI/MOT,1724939991,1724943601,660,0,0
1724925240_6..N01X025,059400_6..N01X025,6,0,1724925240,06 0954  BBR/PEL,1724943696,1724943706,608,0,0
1724925270_1..S03R,059450_1..S03R,1,1,1724925270,01 0954+ 242/SFT,1724939991,1724943601,550,0,0
1724925330_GS.S01R,059550_GS.S01R,GS,1,1724925330,0S 0955+ TSS/GCS,1724939788,1724939796,526,0,0
1724925360_1..N03R,059600_1..N03R,1,0,1724925360,01 0956  SFT/242,1724939991,1724943601,580,0,0
1724925360_7..N,059600_7..N,7,0,1724925360,07 0956 34H/MST,1724939991,1724943601,622,0,0
1724925360_7..S,059600_7..S,7,1,1724925360,07 0956 MST/34H,1724939991,1724943601,622,0,0
1724925360_GS.N04R,059600_GS.N04R,GS,0,1724925360,0S 0956  GCS/TSS,1724939863,1724939871,546,0,0
1724925450_1..S03R,059750_1..S03R,1,1,1724925450,01 0957+ 242/SFT,1724939991,1724943601,580,0,0
1724925450_2..S01R,059750_2..S01R,2,1,1724925450,02 0957+ 241/FLA,1724946241,1724946246,1285,0,0
1724925480_5..S03R,059800_5..S03R,5,1,1724925480,05 0958  DYR/FLA,1724945296,1724945301,1034,0,0
1724925480_6..N01X025,059800_6..N01X025,6,0,1724925480,06 0958  BBR/PEL,1724944021,1724944026,694,0,0
1724925510_2..N01X006,059850_2..N01X006,2,0,1724925510,02 0958+ FLA/241,1724946121,1724946126,1253,0,0
1724925510_3..N01R,059850_3..N01R,3,0,1724925510,03 0958+ NLT/148,1724944341,1724944351,780,0,0
1724925540_4..N06X118,059900_4..N06X118,4,0,1724925540,04 0959  UTI/KGB,1724943891,1724943901,580,0,0
1724925570_3..S01R,059950_3..S01R,3,1,1724925570,03 0959+ 148/NLT,1724944081,1724944086,630,0,0
1724925570_GS.S04R,059950_GS.S04R,GS,1,1724925570,0S 0959+ TSS/GCS,1724939991,1724943601,500,0,0
1724925600_6..S01R,060000_6..S01R,6,1,1724925600,06 1000  PEL/BBR,1724943831,1724943841,564,0,0
1724925600_GS.N01R,060000_GS.N01R,GS,1,1724925600,0S 1000  GCS/TSS,1724939991,1724943601,500,0,0
1724925660_1..N03R,060100_1..N03R,1,0,1724925660,01 1001  SFT/242,1724939991,1724943601,500,0,0
1724925660_4..S39X002,060100_4..S39X002,4,1,1724925660,04 1001  KGB/UTI,1724939991,1724943601,500,0,0
1724925660_7..N,060100_7..N,7,0,1724925660,07 1001 34H/MST,1724939991,1724943601,530,0,0
1724925660_7..S,060100_7..S,7,1,1724925660,07 1001 MST/34H,1724939991,1724943601,530,0,0
1724925690_5..N66R,060150_5..N66R,5,0,1724925690,05 1001+ FLA/DYR,1724945826,1724945836,1095,0,0
1724925720_6..N06R,060200_6..N06R,6,0,1724925720,06 1002  BBR/3AB,1724939991,1724943601,500,0,0
1724925870_1..S03R,060450_1..S03R,1,1,1724925870,01 1004+ 242/SFT,1724943661,1724943666,438,0,0
1724925900_3..S01R,060500_3..S01R,3,1,1724925900,03 1005  148/NLT,1724944611,1724944621,692,0,0
1724925900_5..S03R,060500_5..S03R,5,1,1724925900,05 1005  DYR/FLA,1724945496,1724945506,927,0,0
1724925930_1..N03R,060550_1..N03R,1,0,1724925930,01 1005+ SFT/242,1724943631,1724943636,430,0,0
1724925930_2..S01R,060550_2..S01R,2,1,1724925930,02 1005+ 241/FLA,1724946501,1724946511,1195,0,0
1724925960_4..N43X004,060600_4..N43X004,4,0,1724925960,04 1006  UTI/MOT,1724939991,1724943601,420,0,0
1724925960_6..N01X025,060600_6..N01X025,6,0,1724925960,06 1006  BBR/PEL,1724944486,1724944491,658,0,0
1724925960_7..N,060600_7..N,7,0,1724925960,07 1006 34H/MST,1724939991,1724943601,450,0,0
1724925960_7..S,060600_7..S,7,1,1724925960,07 1006 MST/34H,1724939991,1724943601,450,0,0
1724926020_2..N01X066,060700_2..N01X066,2,0,1724926020,02 1007  FLA/180,1724945551,1724945556,941,0,0
1724926080_6..S01R,060800_6..S01R,6,1,1724926080,06 1008  PEL/BBR,1724944656,1724944666,704,0,0
1724926140_4..S39X002,060900_4..S39X002,4,1,1724926140,04 1009  KGB/UTI,1724944341,1724944351,540,0,0
1724926140_5..N66R,060900_5..N66R,5,0,1724926140,05 1009  FLA/DYR,1724946171,1724946181,1027,0,0
1724926170_1..S03R,060950_1..S03R,1,1,1724926170,01 1009+ 242/SFT,1724944056,1724944066,464,0,0
1724926230_1..N03R,061050_1..N03R,1,0,1724926230,01 1010+ SFT/242,1724944101,1724944111,476,0,0
1724926260_3..N01R,061100_3..N01R,3,0,1724926260,03 1011  NLT/148,1724944926,1724944936,696,0,0
1724926380_2..S01R,061300_2..S01R,2,1,1724926380,02 1013  241/FLA,1724947011,1724947026,1229,0,0
1724926380_3..S01R,061300_3..S01R,3,1,1724926380,03 1013  148/NLT,1724945076,1724945086,736,0,0
1724926380_4..N06X118,061300_4..N06X118,4,0,1724926380,04 1013  UTI/KGB,1724944641,1724944651,620,0,0
1724926410_5..S03R,061350_5..S03R,5,1,1724926410,05 1013+ DYR/FLA,1724946361,1724946366,1077,0,0
1724926440_6..N01X025,061400_6..N01X025,6,0,1724926440,06 1014  BBR/PEL,1724944806,1724944816,584,0,0
1724926470_1..S03R,061450_1..S03R,1,1,1724926470,01 1014+ 242/SFT,1724944261,1724944266,438,0,0
1724926470_5..N66R,061450_5..N66R,5,0,1724926470,05 1014+ FLA/DYR,1724946391,1724946396,1005,0,0
1724926560_1..N03R,061600_1..N03R,1,0,1724926560,01 1016  SFT/242,1724944311,1724944321,452,0,0
1724926560_6..S01R,061600_6..S01R,6,1,1724926560,06 1016  PEL/BBR,1724944996,1724945001,634,0,0
1724926560_7..S,061600_7..S,7,1,1724926560,07 1016 MST/G-C,1724943901,1724943906,380,0,0
1724926590_2..N01X006,061650_2..N01X006,2,0,1724926590,02 1016+ FLA/241,1724946811,1724946816,1117,0,0
1724926620_3..N01R,061700_3..N01R,3,0,1724926620,03 1017  NLT/148,1724945031,1724945041,644,0,0
1724926620_4..N06X118,061700_4..N06X118,4,0,1724926620,04 1017  UTI/KGB,1724944866,1724944876,600,0,0
1724926620_4..S39X002,061700_4..S39X002,4,1,1724926620,04 1017  KGB/UTI,1724944651,1724944656,542,0,0
1724926740_7..N,061900_7..N,7,0,1724926740,07 1019 34H/MST,1724943876,1724943886,76,0,0
1724926770_1..S03R,061950_1..S03R,1,1,1724926770,01 1019+ 242/SFT,1724944686,1724944696,472,0,0
1724926770_5..N66R,061950_5..N66R,5,0,1724926770,05 1019+ FLA/DYR,1724946811,1724946816,1037,0,0
1724926860_3..S01R,062100_3..S01R,3,1,1724926860,03 1021  148/NLT,1724946031,1724946036,829,0,0
1724926860_5..S03R,062100_5..S03R,5,1,1724926860,05 1021  DYR/FLA,1724946846,1724946861,1047,0,0
1724926860_7..S,062100_7..S,7,1,1724926860,07 1021 MST/34H,1724944026,1724944036,334,0,0
1724926890_1..N03R,062150_1..N03R,1,0,1724926890,01 1021+ SFT/242,1724944876,1724944881,522,0,0
1724926920_6..N01X025,062200_6..N01X025,6,0,1724926920,06 1022  BBR/PEL,1724945166,1724945176,600,0,0
1724926950_2..N01X066,062250_2..N01X066,2,0,1724926950,02 1022+ FLA/180,1724946451,1724946456,941,0,0
1724926950_6..S06R,062250_6..S06R,6,1,1724926950,06 1022+ 3AB/BBR,1724943706,1724943711,210,0,0
1724927010_4..N06X118,062350_4..N06X118,4,0,1724927010,04 1023+ UTI/KGB,1724945211,1724945221,612,0,0
1724927040_3..N01R,062400_3..N01R,3,1,1724927040,03 1024  NLT/148,1724945346,1724945356,568,0,0
1724927070_1..S03R,062450_1..S03R,1,1,1724927070,01 1024+ 242/SFT,1724944986,1724944996,472,0,0
1724927100_4..S39X002,062500_4..S39X002,4,1,1724927100,04 1025  KGB/UTI,1724945161,1724945166,518,0,0
1724927100_7..N,062500_7..N,7,0,1724927100,07 1025 34H/MST,1724944341,1724944351,200,0,0
1724927160_7..S,062600_7..S,7,1,1724927160,07 1026 MST/34H,1724944236,1724944246,306,0,0
1724927220_1..N03R,062700_1..N03R,1,0,1724927220,01 1027  SFT/242,1724945296,1724945301,554,0,0
1724927220_5..N66R,062700_5..N66R,5,0,1724927220,05 1027  FLA/DYR,1724947626,1724947641,1075,0,0
1724927310_2..S01R,062850_2..S01R,2,1,1724927310,02 1028+ 241/FLA,1724947806,1724947821,1099,0,0
1724927310_5..S03R,062850_5..S03R,5,1,1724927310,05 1028+ DYR/FLA,1724947206,1724947221,1015,0,0
1724927370_1..S03R,062950_1..S03R,1,1,1724927370,01 1029+ 242/SFT,1724945466,1724945476,519,0,0
1724927370_3..S01R,062950_3..S01R,3,1,1724927370,03 1029+ 148/NLT,1724946391,1724946396,765,0,0
1724927400_4..N06X118,063000_4..N06X118,4,0,1724927400,04 1030  UTI/KGB,1724945641,1724945646,585,0,0
1724927400_6..N01X025,063000_6..N01X025,6,0,1724927400,06 1030  BBR/PEL,1724945571,1724945581,547,0,0
1724927430_2..N01X006,063050_2..N01X006,2,0,1724927430,02 1030+ FLA/241,1724948091,1724948106,1057,0,0
1724927430_6..S06R,063050_6..S06R,6,1,1724927430,06 1030+ 3AB/BBR,1724943981,1724943991,124,0,0
1724927460_7..N,063100_7..N,7,0,1724927460,07 1031 34H/MST,1724944836,1724944846,378,0,0
1724927460_7..S,063100_7..S,7,1,1724927460,07 1031 MST/34H,1724944521,1724944531,294,0,0
1724927520_6..S01R,063200_6..S01R,6,1,1724927520,06 1032  PEL/BBR,1724945521,1724945526,533,0,0
1724927550_1..N03R,063250_1..N03R,1,0,1724927550,01 1032+ SFT/242,1724945406,1724945416,504,0,0
1724927580_4..S39X002,063300_4..S39X002,4,1,1724927580,04 1033  KGB/UTI,1724946151,1724946156,701,0,0
1724927610_5..N66R,063350_5..N66R,5,0,1724927610,05 1033+ FLA/DYR,1724947746,1724947761,1011,0,0
1724927640_3..N01R,063400_3..N01R,3,0,1724927640,03 1034  NLT/148,1724946231,1724946241,703,0,0
1724927640_6..N06R,063400_6..N06R,6,0,1724927640,06 1034  BBR/3AB,1724943936,1724943946,92,0,0
1724927670_1..S03R,063450_1..S03R,1,1,1724927670,01 1034+ 242/SFT,1724945721,1724945731,567,0,0
1724927730_2..N01X066,063550_2..N01X066,2,0,1724927730,02 1035+ FLA/180,1724947131,1724947146,905,0,0
1724927760_7..N,063600_7..N,7,0,1724927760,07 1036 34H/MST,1724945106,1724945116,404,0,0
1724927760_7..S,063600_7..S,7,1,1724927760,07 1036 MST/34H,1724944911,1724944921,352,0,0
1724927790_5..S03R,063650_5..S03R,5,1,1724927790,05 1036+ DYR/FLA,1724947506,1724947521,957,0,0
1724927850_3..S01R,063750_3..S01R,3,1,1724927850,03 1037+ 148/NLT,1724946561,1724946571,791,0,0
1724927880_2..S10X009,063800_2..S10X009,2,1,1724927880,02 1038  180/FLA,1724947326,1724947341,933,0,0
