trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1724904000_7..S,024000_7..S,7,1,1724904000,07 0400 MST/34H,1724920509,1724920521,866,0,0
1724904000_GS.N01R,024000_GS.N01R,GS,0,1724904000,0S 0400  GCS/TSS,1724918439,1724918451,310,0,0
1724904120_5..S32R,024200_5..S32R,5,1,1724904120,05 0402  DYR/180,1724919144,1724919156,498,0,0
1724904180_2..N33X001,024300_2..N33X001,2,0,1724904180,02 0403  3RD/241,1724920554,1724920566,874,0,0
1724904180_5..N32R,024300_5..N32R,5,0,1724904180,05 0403  180/DYR,1724919204,1724919216,514,0,0
1724904210_GS.S01R,024350_GS.S01R,GS,1,1724904210,0S 0403+ TSS/GCS,1724918661,1724918664,368,0,0
1724904300_7..N,024500_7..N,7,0,1724904300,=7 0410+ G-C/MST,1724919024,1724919036,428,0,0
1724904330_1..S03R,024550_1..S03R,1,1,1724904330,01 0405+ 242/SFT,1724922087,1724922096,1254,0,0
1724904420_4..N13R,024700_4..N13R,4,0,1724904420,04 0407  NLT/WDL,1724924067,1724924076,1795,0,0
1724904570_4..S13R,024950_4..S13R,4,1,1724904570,04 0409+ WDL/NLT,1724924421,1724924427,1815,0,0
1724904600_GS.N01R,025000_GS.N01R,GS,0,1724904600,0S 0410  GCS/TSS,1724919069,1724919081,398,0,0
1724904630_2..S08X165,025050_2..S08X165,2,1,1724904630,02 0410+ 148/FLA,1724923401,1724923407,1544,0,0
1724904750_6..N01R,025250_6..N01R,6,0,1724904750,06 0412+ BBR/PEL,1724923161,1724923167,1480,0,0
1724904810_2..N08R,025350_2..N08R,2,0,1724904810,02 0413+ FLA/241,1724925276,1724925285,2041,0,0
1724904810_GS.S01R,025350_GS.S01R,GS,1,1724904810,0S 0413+ TSS/GCS,1724919264,1724919276,450,0,0
1724904840_2..S33X001,025400_2..S33X001,2,1,1724904840,02 0414  241/3RD,1724921229,1724921241,934,0,0
1724904870_1..N03R,025450_1..N03R,1,0,1724904870,01 0414+ SFT/242,1724922747,1724922756,1330,0,0
1724904900_6..S01R,025500_6..S01R,6,1,1724904900,06 0415  PEL/BBR,1724923152,1724923161,1438,0,0
1724905200_7..S,026000_7..S,7,1,1724905200,07 0420 MST/34H,1724921697,1724921706,1010,0,0
1724905200_GS.N01R,026000_GS.N01R,GS,0,1724905200,0S 0420  GCS/TSS,1724919669,1724919681,478,0,0
1724905290_4..S13R,026150_4..S13R,4,1,1724905290,04 0421+ WDL/NLT,1724925036,1724925042,1897,0,0
1724905320_5..S32R,026200_5..S32R,5,1,1724905320,05 0422  DYR/180,1724920419,1724920431,678,0,0
1724905380_2..N33X001,026300_2..N33X001,2,0,1724905380,02 0423  3RD/241,1724921817,1724921826,1042,0,0
1724905380_5..N32R,026300_5..N32R,5,0,1724905380,05 0423  180/DYR,1724920464,1724920476,690,0,0
1724905410_GS.S01R,026350_GS.S01R,GS,1,1724905410,0S 0423+ TSS/GCS,1724919864,1724919876,530,0,0
1724905500_7..N,026500_7..N,7,0,1724905500,07 0425 34H/G-C,1724920194,1724920206,588,0,0
1724905530_1..S03R,026550_1..S03R,1,1,1724905530,01 0425+ 242/SFT,1724923422,1724923431,1454,0,0
1724905530_2..S08X165,026550_2..S08X165,2,1,1724905530,02 0425+ 148/FLA,1724924766,1724924772,1781,0,0
1724905620_4..N13R,026700_4..N13R,4,0,1724905620,04 0427  NLT/WDL,1724925531,1724925540,2017,0,0
1724905800_6..S01R,027000_6..S01R,6,1,1724905800,06 0430  PEL/BBR,1724923797,1724923806,1454,0,0
1724905800_GS.N01R,027000_GS.N01R,GS,0,1724905800,0S 0430  GCS/TSS,1724920281,1724920284,524,0,0
1724905830_7..N,027050_7..N,7,0,1724905830,=7 0430+ G-C/MST,1724922006,1724922012,494,0,0
1724905950_6..N01R,027250_6..N01R,6,0,1724905950,06 0432+ BBR/PEL,1724924142,1724924151,1545,0,0
1724906010_2..N08R,027350_2..N08R,2,0,1724906010,02 0433+ FLA/241,1724927031,1724927040,2313,0,0
1724906010_GS.S01R,027350_GS.S01R,GS,1,1724906010,0S 0433+ TSS/GCS,1724920509,1724920521,586,0,0
1724906070_1..N03R,027450_1..N03R,1,0,1724906070,01 0434+ SFT/242,1724923857,1724923866,1390,0,0
1724906190_7..S,027650_7..S,7,1,1724906190,07 0436+ MST/34H,1724922657,1724922666,1072,0,0
1724906280_2..N33X001,027800_2..N33X001,2,0,1724906280,02 0438  3RD/241,1724922702,1724922711,1082,0,0
1724906310_4..S01R,027850_4..S01R,4,1,1724906310,04 0438+ WDL/NLT,1724925375,1724925381,1791,0,0
1724906340_2..S01R,027900_2..S01R,2,1,1724906340,02 0439  241/FLA,1724926440,1724926446,1995,0,0
1724906400_GS.N01R,028000_GS.N01R,GS,0,1724906400,0S 0440  GCS/TSS,1724920851,1724920854,516,0,0
1724906430_2..S08X165,028050_2..S08X165,2,1,1724906430,02 0440+ 148/FLA,1724924967,1724924976,1603,0,0
1724906520_5..S32R,028200_5..S32R,5,1,1724906520,05 0442  DYR/180,1724921574,1724921586,710,0,0
1724906520_6..S01R,028200_6..S01R,6,1,1724906520,06 0442  PEL/BBR,1724924367,1724924376,1445,0,0
1724906550_1..S03R,028250_1..S03R,1,1,1724906550,01 0442+ 242/SFT,1724924472,1724924481,1473,0,0
1724906550_3..S42R,028250_3..S42R,3,1,1724906550,03 0442+ 148/TSQ,1724922291,1724922297,892,0,0
1724906580_5..N32R,028300_5..N32R,5,0,1724906580,05 0443  180/DYR,1724921601,1724921667,721,0,0
1724906610_GS.S01R,028350_GS.S01R,GS,1,1724906610,0S 0443+ TSS/GCS,1724921049,1724921061,570,0,0
1724906700_7..N,028500_7..N,7,0,1724906700,07 0445 34H/G-C,1724921439,1724921451,652,0,0
1724906790_4..N13R,028650_4..N13R,4,0,1724906790,04 0446+ NLT/WDL,1724926470,1724926476,1985,0,0
1724906790_7..S,028650_7..S,7,1,1724906790,07 0446+ MST/34H,1724923392,1724923401,1076,0,0
1724906820_3..N42R,028700_3..N42R,3,0,1724906820,03 0447  TSQ/148,1724922537,1724922546,878,0,0
1724906910_4..S01R,028850_4..S01R,4,1,1724906910,04 0448+ WDL/NLT,1724926131,1724926140,1833,0,0
1724907000_GS.N01R,029000_GS.N01R,GS,0,1724907000,0S 0450  GCS/TSS,1724921454,1724921466,518,0,0
1724907030_7..N,029050_7..N,7,0,1724907030,=7 0450+ G-C/MST,1724923212,1724923221,480,0,0
1724907150_6..N01R,029250_6..N01R,6,0,1724907150,06 0452+ BBR/PEL,1724925126,1724925132,1485,0,0
1724907210_2..N08R,029350_2..N08R,2,0,1724907210,02 0453+ FLA/241,1724927895,1724927901,2223,0,0
1724907210_GS.S01R,029350_GS.S01R,GS,1,1724907210,0S 0453+ TSS/GCS,1724921601,1724921667,564,0,0
1724907240_2..N33X001,029400_2..N33X001,2,0,1724907240,02 0454  3RD/241,1724923662,1724923671,1018,0,0
1724907240_2..S01R,029400_2..S01R,2,1,1724907240,02 0454  241/FLA,1724927286,1724927295,1981,0,0
1724907240_6..S01R,029400_6..S01R,6,1,1724907240,06 0454  PEL/BBR,1724925315,1724925321,1455,0,0
1724907270_1..N03R,029450_1..N03R,1,0,1724907270,01 0454+ SFT/242,1724924772,1724924781,1311,0,0
1724907330_2..S08X165,029550_2..S08X165,2,1,1724907330,02 0455+ 148/FLA,1724925825,1724925831,1589,0,0
1724907450_1..S03R,029750_1..S03R,1,1,1724907450,01 0457+ 242/SFT,1724925096,1724925102,1397,0,0
1724907480_4..S35X002,029800_4..S35X002,4,1,1724907480,04 0458  WDL/BWG,1724924751,1724924757,1305,0,0
1724907480_7..S,029800_7..S,7,1,1724907480,07 0458 MST/34H,1724923977,1724923986,1068,0,0
1724907540_5..S32R,029900_5..S32R,5,1,1724907540,05 0459  DYR/180,1724922921,1724922927,739,0,0
1724907600_GS.N01R,030000_GS.N01R,GS,0,1724907600,0S 0500  GCS/TSS,1724922072,1724922081,513,0,0
1724907660_4..N01R,030100_4..N01R,4,0,1724907660,04 0501  NLT/WDL,1724926770,1724926776,1763,0,0
1724907690_3..S01R,030150_3..S01R,3,1,1724907690,03 0501+ 148/NLT,1724925696,1724925705,1477,0,0
1724907780_5..N32R,030300_5..N32R,5,0,1724907780,05 0503  180/DYR,1724922771,1724922777,700,0,0
1724907810_GS.S01R,030350_GS.S01R,GS,1,1724907810,0S 0503+ TSS/GCS,1724922267,1724922276,566,0,0
1724907900_7..N,030500_7..N,7,0,1724907900,07 0505 34H/MST,1724924427,1724924436,1117,0,0
1724907930_6..S01R,030550_6..S01R,6,1,1724907930,06 0505+ PEL/BBR,1724925786,1724925795,1421,0,0
1724907960_2..N08R,030600_2..N08R,2,0,1724907960,02 0506  FLA/241,1724928141,1724928150,2049,0,0
1724907960_4..S05R,030600_4..S05R,4,1,1724907960,04 0506  WDL/UTI,1724926476,1724926485,1605,0,0
1724908020_3..N42R,030700_3..N42R,3,0,1724908020,03 0507  TSQ/148,1724923842,1724923851,830,0,0
1724908140_1..S03R,030900_1..S03R,1,1,1724908140,01 0509  242/SFT,1724925915,1724925921,1375,0,0
1724908140_2..S01R,030900_2..S01R,2,1,1724908140,02 0509  241/FLA,1724928261,1724928270,2001,0,0
1724908200_GS.N01R,031000_GS.N01R,GS,0,1724908200,0S 0510  GCS/TSS,1724922687,1724922696,518,0,0
1724908230_6..N01R,031050_6..N01R,6,0,1724908230,06 0510+ BBR/PEL,1724926011,1724926020,1401,0,0
1724908320_5..S03R,031200_5..S03R,5,1,1724908320,05 0512  DYR/FLA,1724927520,1724927526,1803,0,0
1724908350_5..S02R,031250_5..S02R,5,1,1724908350,05 0512+ 180/FLA,1724926851,1724926860,1583,0,0
1724908380_3..S42R,031300_3..S42R,3,1,1724908380,03 0513  148/TSQ,1724923977,1724923986,862,0,0
1724908380_4..N01R,031300_4..N01R,4,0,1724908380,04 0513  NLT/WDL,1724927715,1724927721,1855,0,0
1724908380_6..S01R,031300_6..S01R,6,1,1724908380,06 0513  PEL/BBR,1724926281,1724926290,1473,0,0
1724908410_GS.S01R,031350_GS.S01R,GS,1,1724908410,0S 0513+ TSS/GCS,1724922867,1724922876,566,0,0
1724908440_4..S06R,031400_4..S06R,4,1,1724908440,04 0514  WDL/UTI,1724926581,1724926590,1473,0,0
1724908470_1..N03R,031450_1..N03R,1,0,1724908470,01 0514+ SFT/242,1724926125,1724926131,1351,0,0
1724908620_1..S03R,031700_1..S03R,1,1,1724908620,01 0517  242/SFT,1724926296,1724926305,1397,0,0
1724908650_3..S01R,031750_3..S01R,3,1,1724908650,03 0517+ 148/NLT,1724926866,1724926875,1549,0,0
1724908650_7..S,031750_7..S,7,1,1724908650,07 0517+ MST/34H,1724925156,1724925162,1043,0,0
1724908800_GS.N01R,032000_GS.N01R,GS,0,1724908800,0S 0520  GCS/TSS,1724923287,1724923296,518,0,0
1724908830_6..S01R,032050_6..S01R,6,1,1724908830,06 0520+ PEL/BBR,1724926671,1724926680,1417,0,0
1724908860_2..N01R,032100_2..N01R,2,0,1724908860,02 0521  FLA/241,1724928825,1724928831,1991,0,0
1724908860_2..S01R,032100_2..S01R,2,1,1724908860,02 0521  241/FLA,1724928936,1724928951,2009,0,0
1724908920_4..S06R,032200_4..S06R,4,1,1724908920,04 0522  WDL/UTI,1724927175,1724927181,1551,0,0
1724908980_5..N32R,032300_5..N32R,5,1,1724908980,05 0523  180/DYR,1724924241,1724924247,757,0,0
1724909010_7..S,032350_7..S,7,1,1724909010,07 0523+ MST/34H,1724925546,1724925555,1103,0,0
1724909010_GS.S01R,032350_GS.S01R,GS,1,1724909010,0S 0523+ TSS/GCS,1724923512,1724923521,578,0,0
1724909040_5..S03R,032400_5..S03R,5,1,1724909040,05 0524  DYR/FLA,1724928825,1724928831,1913,0,0
1724909100_1..S03R,032500_1..S03R,1,1,1724909100,01 0525  242/SFT,1724926791,1724926800,1371,0,0
1724909100_4..N01R,032500_4..N01R,4,0,1724909100,04 0525  NLT/WDL,1724928405,1724928411,1801,0,0
1724909100_7..N,032500_7..N,7,0,1724909100,07 0525 34H/MST,1724925636,1724925645,1107,0,0
1724909160_6..N01R,032600_6..N01R,6,0,1724909160,06 0526  BBR/PEL,1724927256,1724927265,1495,0,0
1724909220_3..N42R,032700_3..N42R,3,0,1724909220,03 0527  TSQ/148,1724925006,1724925012,895,0,0
1724909280_6..S01R,032800_6..S01R,6,1,1724909280,06 0528  PEL/BBR,1724927310,1724927316,1509,0,0
1724909370_4..S35X002,032950_4..S35X002,4,1,1724909370,04 0529+ WDL/BWG,1724926611,1724926620,1249,0,0
1724909370_7..S,032950_7..S,7,1,1724909370,07 0529+ MST/34H,1724925861,1724925870,1107,0,0
1724909400_GS.N01R,033000_GS.N01R,GS,0,1724909400,0S 0530  GCS/TSS,1724923857,1724923866,518,0,0
1724909490_2..S01R,033150_2..S01R,2,1,1724909490,02 0531+ 241/FLA,1724929536,1724929551,1937,0,0
1724909490_3..S01R,033150_3..S01R,3,1,1724909490,03 0531+ 148/NLT,1724928156,1724928165,1661,0,0
1724909520_5..S03R,033200_5..S03R,5,1,1724909520,05 0532  DYR/FLA,1724929161,1724929176,1887,0,0
1724909580_1..S03R,033300_1..S03R,1,1,1724909580,01 0533  242/SFT,1724927256,1724927265,1421,0,0
1724909610_4..N01R,033350_4..N01R,4,0,1724909610,04 0533+ NLT/WDL,1724928711,1724928720,1809,0,0
1724909610_GS.S01R,033350_GS.S01R,GS,1,1724909610,0S 0533+ TSS/GCS,1724924091,1724924097,579,0,0
1724909670_1..N03R,033450_1..N03R,1,0,1724909670,01 0534+ SFT/242,1724927316,1724927325,1357,0,0
1724909670_2..N01R,033450_2..N01R,2,0,1724909670,02 0534+ FLA/241,1724929791,1724929806,1891,0,0
1724909730_3..S42R,033550_3..S42R,3,1,1724909730,03 0535+ 148/TSQ,1724925315,1724925321,823,0,0
1724909730_6..S01R,033550_6..S01R,6,1,1724909730,06 0535+ PEL/BBR,1724928021,1724928030,1545,0,0
1724909820_7..N,033700_7..N,7,0,1724909820,07 0537 34H/MST,1724926341,1724926350,1073,0,0
1724909850_7..S,033750_7..S,7,1,1724909850,07 0537+ MST/34H,1724926380,1724926386,1083,0,0
1724909880_4..S06R,033800_4..S06R,4,1,1724909880,04 0538  WDL/UTI,1724928366,1724928375,1637,0,0
1724909880_6..N01R,033800_6..N01R,6,0,1724909880,06 0538  BBR/PEL,1724927820,1724927826,1491,0,0
1724909910_3..N01R,033850_3..N01R,3,0,1724909910,03 0538+ NLT/148,1724928435,1724928441,1655,0,0
1724910000_GS.N01R,034000_GS.N01R,GS,0,1724910000,0S 0540  GCS/TSS,1724924472,1724924481,521,0,0
1724910060_1..S03R,034100_1..S03R,1,1,1724910060,01 0541  242/SFT,1724929206,1724929221,1733,0,0
1724910090_2..S01R,034150_2..S01R,2,1,1724910090,02 0541+ 241/FLA,1724930481,1724930496,1903,0,0
1724910090_4..N02R,034150_4..N02R,4,0,1724910090,04 0541+ NLT/WDL,1724929281,1724929296,1743,0,0
1724910120_5..S03R,034200_5..S03R,5,1,1724910120,05 0542  DYR/FLA,1724929371,1724929386,1755,0,0
1724910150_6..S01R,034250_6..S01R,6,1,1724910150,06 0542+ PEL/BBR,1724928201,1724928210,1513,0,0
1724910180_5..N01R,034300_5..N01R,5,0,1724910180,05 0543  180/DYR,1724925246,1724925255,497,0,0
1724910210_7..S,034350_7..S,7,1,1724910210,07 0543+ MST/34H,1724926746,1724926755,1101,0,0
1724910210_GS.S01R,034350_GS.S01R,GS,1,1724910210,0S 0543+ TSS/GCS,1724924691,1724924697,577,0,0
1724910300_4..S06R,034500_4..S06R,4,1,1724910300,04 0545  WDL/UTI,1724928705,1724928711,1567,0,0
1724910420_3..N42R,034700_3..N42R,3,0,1724910420,03 0547  TSQ/148,1724925831,1724925840,801,0,0
1724910420_7..N,034700_7..N,7,0,1724910420,07 0547 34H/MST,1724926920,1724926926,1113,0,0
1724910450_3..S01R,034750_3..S01R,3,1,1724910450,03 0547+ 148/NLT,1724928546,1724928555,1525,0,0
1724910450_5..N60R,034750_5..N60R,5,0,1724910450,05 0547+ NLT/DYR,1724930061,1724930076,1767,0,0
1724910510_1..N03R,034850_1..N03R,1,0,1724910510,01 0548+ SFT/242,1724928156,1724928165,1421,0,0
1724910540_1..S,034900_1..S,1,1,1724910540,E1 0549  242/SFT,1724928216,1724928225,200,0,0
1724910540_1..S03R,034900_1..S03R,1,1,1724910540,01 0549  242/SFT,1724927466,1724927475,1157,0,0
1724910540_2..N01R,034900_2..N01R,2,0,1724910540,02 0549  FLA/241,1724930661,1724930676,1767,0,0
1724910570_7..S,034950_7..S,7,1,1724910570,07 0549+ MST/34H,1724927151,1724927160,1095,0,0
1724910600_5..S03R,035000_5..S03R,5,1,1724910600,05 0550  DYR/FLA,1724929791,1724929806,1651,0,0
1724910600_6..N01R,035000_6..N01R,6,0,1724910600,06 0550  BBR/PEL,1724928576,1724928585,1453,0,0
1724910600_GS.N01R,035000_GS.N01R,GS,0,1724910600,0S 0550  GCS/TSS,1724925066,1724925072,517,0,0
1724910660_2..S01R,035100_2..S01R,2,1,1724910660,02 0551  241/FLA,1724930796,1724930811,1785,0,0
1724910690_6..S01R,035150_6..S01R,6,1,1724910690,06 0551+ PEL/BBR,1724928696,1724928705,1485,0,0
1724910810_4..N02R,035350_4..N02R,4,0,1724910810,04 0553+ NLT/WDL,1724929656,1724929671,1633,0,0
1724910810_7..S,035350_7..S,7,1,1724910810,07 0553+ MST/34H,1724927556,1724927565,1155,0,0
1724910810_GS.S01R,035350_GS.S01R,GS,1,1724910810,0S 0553+ TSS/GCS,1724925255,1724925261,567,0,0
1724910840_4..S06R,035400_4..S06R,4,1,1724910840,04 0554  WDL/UTI,1724928951,1724928966,1455,0,0
1724910870_4..N14R,035450_4..N14R,4,0,1724910870,04 0554+ BWG/WDL,1724928195,1724928201,1271,0,0
1724910900_7..N,035500_7..N,7,0,1724910900,07 0555 34H/MST,1724927415,1724927421,1117,0,0
1724910900_GS.N04R,035500_GS.N04R,GS,0,1724910900,0S 0555  GCS/TSS,1724925360,1724925366,515,0,0
1724911020_1..S,035700_1..S,1,1,1724911020,E1 0557  242/SFT,1724928816,1724928825,248,0,0
1724911020_1..S03R,035700_1..S03R,1,1,1724911020,01 0557  242/SFT,1724927886,1724927895,1189,0,0
1724911050_7..S,035750_7..S,7,1,1724911050,07 0557+ MST/34H,1724927625,1724927631,1125,0,0
1724911110_3..N01R,035850_3..N01R,3,0,1724911110,03 0558+ NLT/148,1724929521,1724929536,1535,0,0
1724911110_6..S01R,035850_6..S01R,6,1,1724911110,06 0558+ PEL/BBR,1724928996,1724929011,1459,0,0
1724911110_GS.S04R,035850_GS.S04R,GS,1,1724911110,0S 0558+ TSS/GCS,1724925585,1724925591,575,0,0
1724911140_3..S01R,035900_3..S01R,3,1,1724911140,03 0559  148/NLT,1724929236,1724929251,1417,0,0
1724911200_6..N01R,036000_6..N01R,6,0,1724911200,06 0600  BBR/PEL,1724929251,1724929266,1419,0,0
1724911200_GS.N01R,036000_GS.N01R,GS,0,1724911200,0S 0600  GCS/TSS,1724925675,1724925681,519,0,0
1724911230_2..S07R,036050_2..S07R,2,1,1724911230,02 0600+ 238/FLA,1724931156,1724931171,1673,0,0
1724911260_2..N01R,036100_2..N01R,2,0,1724911260,02 0601  FLA/241,1724931486,1724931501,1717,0,0
1724911290_1..N03R,036150_1..N03R,1,0,1724911290,01 0601+ SFT/242,1724929311,1724929326,1427,0,0
1724911290_7..S,036150_7..S,7,1,1724911290,07 0601+ MST/34H,1724927970,1724927976,1137,0,0
1724911320_5..S04R,036200_5..S04R,5,1,1724911320,05 0602  DYR/FLA,1724930601,1724930616,1583,0,0
1724911320_7..N,036200_7..N,7,0,1724911320,07 0602 34H/MST,1724927835,1724927841,1101,0,0
1724911380_5..N01R,036300_5..N01R,5,0,1724911380,05 0603  180/DYR,1724926530,1724926536,747,0,0
1724911410_2..S05R,036350_2..S05R,2,1,1724911410,02 0603+ 241/FLA,1724931516,1724931531,1721,0,0
1724911410_GS.S01R,036350_GS.S01R,GS,1,1724911410,0S 0603+ TSS/GCS,1724925861,1724925870,569,0,0
1724911440_5..N71R,036400_5..N71R,5,0,1724911440,05 0604  FLA/DYR,1724930946,1724930961,1565,0,0
1724911470_4..S06R,036450_4..S06R,4,1,1724911470,04 0604+ WDL/UTI,1724929611,1724929626,1387,0,0
1724911500_1..S,036500_1..S,1,1,1724911500,E1 0605  242/SFT,1724929596,1724929611,106,0,0
1724911500_1..S03R,036500_1..S03R,1,1,1724911500,01 0605  242/SFT,1724928681,1724928690,1241,0,0
1724911500_GS.N04R,036500_GS.N04R,GS,0,1724911500,0S 0605  GCS/TSS,1724925966,1724925975,517,0,0
1724911530_7..S,036550_7..S,7,1,1724911530,07 0605+ MST/34H,1724928186,1724928195,1125,0,0
1724911620_3..N42R,036700_3..N42R,3,0,1724911620,03 0607  TSQ/148,1724927226,1724927235,853,0,0
1724911650_4..N03R,036750_4..N03R,4,0,1724911650,04 0607+ NLT/WDL,1724930511,1724930526,1507,0,0
1724911680_5..S04R,036800_5..S04R,5,1,1724911680,05 0608  DYR/FLA,1724930976,1724930991,1569,0,0
1724911680_7..N,036800_7..N,7,0,1724911680,07 0608 34H/MST,1724928315,1724928321,1074,0,0
1724911710_GS.S04R,036850_GS.S04R,GS,1,1724911710,0S 0608+ TSS/GCS,1724926191,1724926200,577,0,0
1724911740_3..S01R,036900_3..S01R,3,1,1724911740,03 0609  148/NLT,1724929881,1724929896,1338,0,0
1724911770_7..S,036950_7..S,7,1,1724911770,07 0609+ MST/34H,1724928345,1724928351,1082,0,0
1724911800_2..S05R,037000_2..S05R,2,1,1724911800,02 0610  241/FLA,1724931966,1724931981,1622,0,0
1724911800_GS.N01R,037000_GS.N01R,GS,0,1724911800,0S 0610  GCS/TSS,1724926266,1724926275,518,0,0
1724911830_4..S06R,037050_4..S06R,4,1,1724911830,04 0610+ WDL/UTI,1724930016,1724930031,1362,0,0
1724911830_6..N01R,037050_6..N01R,6,0,1724911830,06 0610+ BBR/PEL,1724929881,1724929896,1344,0,0
1724911830_6..S02R,037050_6..S02R,6X,1,1724911830,06 0610+ PEL/BBR,1724929506,1724929521,1174,0,0
1724911890_1..N03R,037150_1..N03R,1,0,1724911890,01 0611+ SFT/242,1724929491,1724929506,1292,0,0
1724911920_2..N01R,037200_2..N01R,2,0,1724911920,02 0612  FLA/241,1724931861,1724931876,1608,0,0
1724911920_7..N,037200_7..N,7,0,1724911920,07 0612 34H/MST,1724928576,1724928585,1144,0,0
1724911950_7..S,037250_7..S,7,1,1724911950,07 0612+ MST/34H,1724928561,1724928570,1140,0,0
1724911980_1..S03R,037300_1..S03R,1,1,1724911980,01 0613  242/SFT,1724929731,1724929746,1324,0,0
1724912010_3..N01R,037350_3..N01R,3,0,1724912010,03 0613+ NLT/148,1724930376,1724930391,1410,0,0
1724912010_6..S03R,037350_6..S03R,6,1,1724912010,06 0613+ 177/BBR,1724929191,1724929206,1252,0,0
1724912010_GS.S01R,037350_GS.S01R,GS,1,1724912010,0S 0613+ TSS/GCS,1724926455,1724926461,568,0,0
1724912040_5..S04R,037400_5..S04R,5,1,1724912040,05 0614  DYR/FLA,1724931351,1724931366,1462,0,0
1724912100_7X..S,037500_7X..S,7X,1,1724912100,07 0615 MST/34H,1724928741,1724928750,1148,0,0
1724912100_GS.N04R,037500_GS.N04R,GS,0,1724912100,0S 0615  GCS/TSS,1724926551,1724926560,516,0,0
1724912130_5..S09R,037550_5..S09R,5,1,1724912130,05 0615+ 238/FLA,1724931696,1724931711,1508,0,0
1724912160_5..N71R,037600_5..N71R,5,0,1724912160,05 0616  FLA/DYR,1724931681,1724931696,1506,0,0
1724912160_7..N,037600_7..N,7,0,1724912160,07 0616 34H/MST,1724928651,1724928660,1054,0,0
1724912190_4..S06R,037650_4..S06R,4,1,1724912190,04 0616+ WDL/UTI,1724930406,1724930421,1336,0,0
1724912220_7..S,037700_7..S,7,1,1724912220,07 0617 MST/34H,1724928951,1724928966,1120,0,0
1724912310_6..N01R,037850_6..N01R,6,0,1724912310,06 0618+ BBR/PEL,1724930211,1724930226,1310,0,0
1724912310_GS.S04R,037850_GS.S04R,GS,1,1724912310,0S 0618+ TSS/GCS,1724926815,1724926821,586,0,0
1724912340_3..S01R,037900_3..S01R,3,1,1724912340,03 0619  148/NLT,1724930841,1724930856,1300,0,0
1724912340_4..N03R,037900_4..N03R,4,0,1724912340,04 0619  NLT/WDL,1724931216,1724931231,1364,0,0
1724912370_6..S,037950_6..S,6X,1,1724912370,06 0619+ PEL/BBR,1724930301,1724930316,158,0,0
1724912370_6..S02R,037950_6..S02R,6X,1,1724912370,06 0619+ PEL/BBR,1724929026,1724929041,1072,0,0
1724912400_7..N,038000_7..N,7,0,1724912400,07 0620 34H/MST,1724929056,1724929071,1120,0,0
1724912400_GS.N01R,038000_GS.N01R,GS,0,1724912400,0S 0620  GCS/TSS,1724926875,1724926881,522,0,0
1724912460_1..S03R,038100_1..S03R,1,1,1724912460,01 0621  242/SFT,1724930136,1724930151,1220,0,0
1724912460_2..S05R,038100_2..S05R,2,1,1724912460,02 0621  241/FLA,1724932942,1724932956,1628,0,0
1724912460_2..S07R,038100_2..S07R,2,1,1724912460,02 0621  238/FLA,1724932552,1724932566,1551,0,0
1724912490_1..N03R,038150_1..N03R,1,0,1724912490,01 0621+ SFT/242,1724930346,1724930361,1248,0,0
1724912520_4..S06R,038200_4..S06R,4,1,1724912520,04 0622  WDL/UTI,1724930961,1724930976,1330,0,0
1724912550_6..S03R,038250_6..S03R,6,1,1724912550,06 0622+ 177/BBR,1724929821,1724929836,1178,0,0
1724912580_5..N01R,038300_5..N01R,5,0,1724912580,05 0623  180/DYR,1724927661,1724927670,732,0,0
1724912580_7X..S,038300_7X..S,7X,1,1724912580,07 0623 MST/34H,1724929371,1724929386,1082,0,0
1724912610_7..N,038350_7..N,7,0,1724912610,07 0623+ 34H/MST,1724929221,1724929236,1062,0,0
1724912610_GS.S01R,038350_GS.S01R,GS,1,1724912610,0S 0623+ TSS/GCS,1724927061,1724927070,572,0,0
1724912640_2..N01R,038400_2..N01R,2,0,1724912640,02 0624  FLA/241,1724932462,1724932476,1453,0,0
1724912670_7..S,038450_7..S,7,1,1724912670,07 0624+ 111/34H,1724929176,1724929191,1046,0,0
1724912700_3..N01R,038500_3..N01R,3,0,1724912700,03 0625  NLT/148,1724931006,1724931021,1256,0,0
1724912700_7..S,038500_7..S,7,1,1724912700,07 0625 MST/34H,1724929536,1724929551,1104,0,0
1724912700_GS.N04R,038500_GS.N04R,GS,0,1724912700,0S 0625  GCS/TSS,1724927181,1724927190,524,0,0
1724912760_5..S04R,038600_5..S04R,5,1,1724912760,05 0626  DYR/FLA,1724932086,1724932101,1400,0,0
1724912790_6..N01R,038650_6..N01R,6,0,1724912790,06 0626+ BBR/PEL,1724930616,1724930631,1204,0,0
1724912850_4..N14R,038750_4..N14R,4,0,1724912850,04 0627+ BWG/WDL,1724930181,1724930196,1146,0,0
1724912850_5..S09R,038750_5..S09R,5,1,1724912850,05 0627+ 238/FLA,1724932356,1724932371,1436,0,0
1724912880_4..S06R,038800_4..S06R,4,1,1724912880,04 0628  WDL/UTI,1724931261,1724931276,1290,0,0
1724912880_5..N71R,038800_5..N71R,5,0,1724912880,05 0628  FLA/DYR,1724931891,1724931906,1374,0,0
1724912880_7X..S,038800_7X..S,7X,1,1724912880,07 0628 MST/34H,1724929431,1724929446,988,0,0
1724912910_6..S02R,038850_6..S02R,6X,1,1724912910,06 0628+ PEL/BBR,1724930646,1724930661,1208,0,0
