composite_gtfs_stops_id,next_composite_gtfs_stops_id,route,direction,mean_seconds_in_transit
721,720,7,N,53.06740027510316
724_D16,127_725_902_A27_R16,7,S,98.45942228335626
724_D16,631_723_901,7,N,83.06740027510317
724_D16,D15,B,N,90.0
724_D16,D15,D,N,116.05839416058394
724_D16,D15,F,N,120.0
724_D16,D15,M,N,120.0
724_D16,D17_R17,B,S,99.79591836734694
724_D16,D17_R17,D,S,97.66423357664233
724_D16,D17_R17,F,S,90.0
724_D16,D17_R17,M,S,90.0
726,127_725_902_A27_R16,7,N,170.59147180192574
A02,A03,A,S,115.527950310559
A02,H15,A,N,80310.0
A03,A02,A,N,111.34969325153374
A03,A05,A,S,144.3975903614458
A03,H15,A,N,80430.0
A05,A03,A,N,227.06586826347305
A05,A06,A,S,120.0
A06,A05,A,N,120.53892215568862
A06,A07,A,S,62.53012048192771
A07,112_A09,A,S,128.49397590361446
A07,A06,A,N,75.62874251497006
A10,112_A09,A,N,221.53846153846155
A10,112_A09,C,N,90.0
A10,A11,A,S,90.0
A10,A11,C,S,64.5945945945946
A11,A10,A,N,90.0
A11,A10,C,N,90.0
A11,A12_D13,A,S,93.46153846153847
A11,A12_D13,C,S,94.05405405405405
A12_D13,112_A09,A,N,269.1666666666667
A12_D13,A11,A,N,90.0
A12_D13,A11,C,N,90.0
A12_D13,A14,A,S,117.09677419354838
A12_D13,A14,C,S,121.62162162162163
A12_D13,A15,A,S,230.07194244604315
A12_D13,D07,D,N,505.0
A12_D13,D12,B,N,90.0
A12_D13,D12,D,N,90.0
A12_D13,D14,B,S,1054.2857142857142
A12_D13,D14,D,S,815.4744525547445
A12_D13,D40,B,N,82620.0
A14,A12_D13,A,N,90.0
A14,A12_D13,B,N,90.0
A14,A12_D13,C,N,203.51351351351352
A14,A15,A,S,94.83870967741936
A14,A15,B,S,97.34693877551021
A14,A15,C,S,90.54054054054055
A14,D40,B,N,82705.67010309278
A15,125_A24,A,S,491.0416666666667
A15,125_A24,D,S,487.22627737226276
A15,637_D21,D,N,85110.0
A15,A12_D13,A,N,217.70833333333334
A15,A14,A,N,92.3076923076923
A15,A14,B,N,127.34693877551021
A15,A14,C,N,112.43243243243244
A15,A16,A,S,90.0
A15,A16,B,S,90.0
A15,A16,C,S,90.0
A15,D22,D,N,85050.0
A15,R30,D,N,84617.87234042553
A16,A15,A,N,90.0
A16,A15,B,N,90.61224489795919
A16,A15,C,N,90.0
A16,A17,A,S,90.0
A16,A17,B,S,90.0
A16,A17,C,S,90.0
A17,A16,A,N,90.0
A17,A16,B,N,90.0
A17,A16,C,N,90.0
A17,A18,A,S,60.0
A17,A18,B,S,62.142857142857146
A17,A18,C,S,62.16216216216216
A18,A17,A,N,60.0
A18,A17,B,N,60.0
A18,A17,C,N,60.0
A18,A19,A,S,90.0
A18,A19,B,S,87.85714285714286
A18,A19,C,S,87.83783783783784
A19,A18,A,N,90.0
A19,A18,B,N,90.0
A19,A18,C,N,90.0
A19,A20,A,S,90.0
A19,A20,B,S,92.14285714285714
A19,A20,C,S,92.16216216216216
A20,A19,A,N,90.0
A20,A19,B,N,90.0
A20,A19,C,N,90.0
A20,A21,A,S,90.0
A20,A21,B,S,90.0
A20,A21,C,S,90.0
A21,A20,A,N,90.0
A21,A20,B,N,90.0
A21,A20,C,N,90.0
A21,A22,A,S,90.0
A21,A22,B,S,90.0
A21,A22,C,S,90.0
A22,125_A24,A,S,140.76923076923077
A22,125_A24,B,S,98.57142857142857
A22,125_A24,C,S,90.0
A22,A21,A,N,90.0
A22,A21,B,N,90.0
A22,A21,C,N,90.0
A25,125_A24,A,N,121.15384615384616
A25,125_A24,C,N,124.05405405405405
A25,127_725_902_A27_R16,A,S,120.0
A25,127_725_902_A27_R16,C,S,121.08108108108108
A25,127_725_902_A27_R16,E,S,123.51219512195122
A25,D14,E,N,95.41463414634147
A28,127_725_902_A27_R16,A,N,100.23529411764706
A28,127_725_902_A27_R16,C,N,84.86486486486487
A28,127_725_902_A27_R16,E,N,83.5609756097561
A28,A30,A,S,90.0
A28,A30,C,S,109.72972972972973
A28,A30,E,S,107.70731707317073
A28,A31_L01,A,S,180.20833333333334
A30,A28,A,N,120.0
A30,A28,C,N,121.35135135135135
A30,A28,E,N,122.34146341463415
A30,A31_L01,A,S,90.0
A30,A31_L01,C,S,90.0
A30,A31_L01,E,S,90.0
A31_L01,132_D19_L02,L,S,90.0
A31_L01,A28,A,N,192.08333333333334
A31_L01,A30,A,N,90.0
A31_L01,A30,C,N,90.0
A31_L01,A30,E,N,90.0
A31_L01,A32_D20,A,S,120.3529411764706
A31_L01,A32_D20,C,S,135.40540540540542
A31_L01,A32_D20,E,S,132.8780487804878
A32_D20,637_D21,B,S,120.0
A32_D20,637_D21,D,S,120.0
A32_D20,637_D21,F,S,163.16326530612244
A32_D20,637_D21,M,S,166.2
A32_D20,A31_L01,A,N,140.11764705882354
A32_D20,A31_L01,C,N,151.35135135135135
A32_D20,A31_L01,E,N,150.14634146341464
A32_D20,A33,A,S,90.0
A32_D20,A33,C,S,90.0
A32_D20,A33,E,S,90.0
A32_D20,A34,A,S,167.29166666666666
A32_D20,D17_R17,B,N,180.0
A32_D20,D17_R17,D,N,183.5036496350365
A32_D20,D17_R17,F,N,322.6530612244898
A32_D20,D17_R17,M,N,327.6
A33,A32_D20,A,N,120.0
A33,A32_D20,C,N,120.0
A33,A32_D20,E,N,120.0
A33,A34,A,S,90.0
A33,A34,C,S,99.45945945945945
A33,A34,E,S,123.95121951219512
A34,228_A36_E01_R25,A,S,120.0
A34,228_A36_E01_R25,C,S,120.0
A34,A32_D20,A,N,152.08333333333334
A34,A33,A,N,90.0
A34,A33,C,N,90.0
A34,A33,E,N,90.0
A34,D14,E,S,85480.68292682926
A40,229_418_A38_M22,A,N,193.05882352941177
A40,229_418_A38_M22,C,N,191.0810810810811
A40,A41_R29,A,S,125.11764705882354
A40,A41_R29,C,S,120.0
A41_R29,232_423_R28,N,N,91.25
A41_R29,232_423_R28,R,N,107.28476821192054
A41_R29,637_D21,F,N,554.8469387755102
A41_R29,A40,A,N,120.0
A41_R29,A40,C,N,120.0
A41_R29,A42,A,S,93.88235294117646
A41_R29,A42,C,S,92.70270270270271
A41_R29,D15,F,S,85137.55102040817
A41_R29,R39,N,S,1028.75
A41_R29,R39,R,S,1000.2
A42,A41_R29,A,N,95.82352941176471
A42,A41_R29,C,N,92.43243243243244
A42,A43,A,S,120.0
A42,A43,C,S,120.0
A42,A46,A,S,274.1958041958042
A42,F20,G,S,95.43624161073825
A42,F27,G,N,85473.0201342282
A43,A42,A,N,106.15384615384616
A43,A42,C,N,118.10810810810811
A43,A44,A,S,90.0
A43,A44,C,S,104.5945945945946
A44,A43,A,N,90.0
A44,A43,C,N,92.16216216216216
A44,A45_S01,A,S,90.0
A44,A45_S01,C,S,91.35135135135135
A45_S01,A44,A,N,90.0
A45_S01,A44,C,N,94.86486486486487
A45_S01,A46,A,S,60.0
A45_S01,A46,C,S,74.5945945945946
A45_S01,S03,FS,S,120.0
A46,A42,A,N,308.3333333333333
A46,A45_S01,A,N,60.0
A46,A45_S01,C,N,61.08108108108108
A46,A47,A,S,120.0
A46,A47,C,S,104.05405405405405
A46,A48,A,S,148.53146853146853
A47,A46,A,N,95.76923076923077
A47,A46,C,N,113.24324324324324
A47,A48,A,S,90.0
A47,A48,C,S,105.94594594594595
A48,A46,A,N,159.79166666666666
A48,A47,A,N,90.0
A48,A47,C,N,95.94594594594595
A48,A49,A,S,120.0
A48,A49,C,S,120.0
A48,A51_J27_L22,A,S,223.63636363636363
A49,A48,A,N,95.76923076923077
A49,A48,C,N,97.02702702702703
A49,A50,A,S,90.0
A49,A50,C,S,90.0
A50,A49,A,N,114.23076923076923
A50,A49,C,N,112.97297297297297
A50,A51_J27_L22,A,S,90.0
A50,A51_J27_L22,C,S,257.56756756756755
A51_J27_L22,A48,A,N,207.70833333333334
A51_J27_L22,A50,A,N,65.76923076923077
A51_J27_L22,A50,C,N,67.02702702702703
A51_J27_L22,A52,A,S,120.0
A51_J27_L22,A52,C,S,120.0
A51_J27_L22,A55,A,S,307.34265734265733
A51_J27_L22,J24,J,N,117.57352941176471
A51_J27_L22,J28,J,S,88.62595419847328
A51_J27_L22,J29,J,S,150.0
A51_J27_L22,L21,L,N,60.0
A51_J27_L22,L24,L,S,74.1444866920152
A52,A51_J27_L22,A,N,120.0
A52,A51_J27_L22,C,N,141.0810810810811
A52,A53,A,S,90.0
A52,A53,C,S,90.0
A53,A52,A,N,90.0
A53,A52,C,N,90.0
A53,A54,A,S,90.0
A53,A54,C,S,90.0
A54,A53,A,N,96.92307692307692
A54,A53,C,N,117.29729729729729
A54,A55,A,S,134.44444444444446
A54,A55,C,S,90.0
A55,A51_J27_L22,A,N,305.4166666666667
A55,A54,A,N,90.0
A55,A54,C,N,91.08108108108108
A55,A57,A,S,117.9144385026738
A55,H04,A,N,85110.0
A55,H11,A,N,84409.09090909091
A57,A55,A,N,142.09677419354838
A57,A59,A,S,90.0
A59,A57,A,N,84.35483870967742
A59,A60,A,S,104.75935828877006
A60,A59,A,N,93.38709677419355
A60,A61,A,S,88.55614973262033
A61,A60,A,N,87.74193548387096
A61,A63,A,S,241.3186813186813
A61,H02,A,S,216.875
A63,A61,A,N,95.48387096774194
A63,A64,A,S,81.75824175824175
A64,A63,A,N,87.09677419354838
A64,A65,A,S,61.64835164835165
A65,A64,A,N,85.48387096774194
B04,B06,F,S,123.21428571428571
B06,B04,F,N,141.8877551020408
B06,B08,F,S,150.0
B08,635_L03_R20,Q,N,85759.19117647059
B08,B06,F,N,155.05102040816325
B08,B10,F,S,154.1326530612245
B08,D42,Q,S,3494.240506329114
B08,N10,N,N,83210.0
B08,R14,N,S,180.0
B08,R22,Q,N,85485.71428571429
B08,R41,R,N,83310.0
B10,B08,F,N,191.4795918367347
B10,D18,F,S,386.9387755102041
B12,B13,D,S,120.0
B12,R36,D,N,290.0
B13,B12,D,N,123.33333333333333
B13,B14,D,S,67.00729927007299
B14,B13,D,N,90.0
B14,B15,D,S,94.37956204379562
B15,B14,D,N,120.0
B15,B16_N04,D,S,90.0
B16_N04,B15,D,N,90.0
B16_N04,B17,D,S,120.0
B16_N04,N03,N,N,147.72413793103448
B16_N04,N05,N,S,90.0
B17,B16_N04,D,N,120.0
B17,B18,D,S,91.0948905109489
B18,B17,D,N,91.55555555555556
B18,B19,D,S,90.0
B19,B18,D,N,90.0
B19,B20,D,S,86.05839416058394
B20,B19,D,N,88.44444444444444
B20,B21,D,S,93.94160583941606
B21,B20,D,N,61.55555555555556
B21,B22,D,S,115.4014598540146
B22,B21,D,N,93.55555555555556
B22,B23,D,S,312.91970802919707
B23,B22,D,N,144.88888888888889
B23,D43,D,S,247.66423357664235
D01,235_D24_R31,D,S,3498.75
D03,D01,D,N,150.0
D03,D04,B,S,120.0
D03,D04,D,S,120.0
D03,D43,D,N,80891.33333333333
D04,D03,B,N,120.0
D04,D03,D,N,133.13868613138686
D04,D05,B,S,120.0
D04,D05,D,S,90.0
D05,D04,B,N,90.0
D05,D04,D,N,93.94160583941606
D05,D06,B,S,90.0
D05,D06,D,S,90.0
D05,D07,D,S,150.0
D06,D05,B,N,90.0
D06,D05,D,N,90.0
D06,D07,B,S,100.71428571428571
D06,D07,D,S,90.0
D07,A12_D13,D,S,468.57142857142856
D07,D05,B,N,210.0
D07,D05,D,N,183.33333333333334
D07,D06,B,N,90.0
D07,D06,D,N,90.0
D07,D08,B,S,90.0
D07,D08,D,S,90.0
D08,D07,B,N,115.83333333333333
D08,D07,D,N,223.61344537815125
D08,D09,B,S,150.0
D08,D09,D,S,150.0
D09,D08,B,N,127.5
D09,D08,D,N,122.77310924369748
D09,D10,B,S,120.0
D09,D10,D,S,120.0
D10,414_D11,B,S,150.0
D10,414_D11,D,S,150.25862068965517
D10,D09,B,N,120.0
D10,D09,D,N,120.0
D12,414_D11,B,N,95.83333333333333
D12,414_D11,D,N,90.0
D12,A12_D13,B,S,103.57142857142857
D12,A12_D13,D,S,101.63793103448276
D14,228_A36_E01_R25,E,N,85405.75609756098
D14,A12_D13,B,N,1088.041237113402
D14,A12_D13,D,N,831.021897810219
D14,D15,B,S,105.3061224489796
D14,D15,D,S,105.1094890510949
D14,F06,E,S,84792.85714285714
D14,G05,E,S,84418.0303030303
D15,710_G14,F,N,1030.5
D15,724_D16,B,S,90.0
D15,724_D16,D,S,90.0
D15,724_D16,F,S,90.0
D15,724_D16,M,S,90.0
D15,D14,B,N,90.0
D15,D14,D,N,90.43795620437956
D15,D43,F,N,83037.11538461539
D15,F12,M,N,186.6
D17_R17,127_725_902_A27_R16,N,N,116.3135593220339
D17_R17,127_725_902_A27_R16,Q,N,94.77707006369427
D17_R17,127_725_902_A27_R16,R,N,117.70992366412214
D17_R17,635_L03_R20,N,S,153.71900826446281
D17_R17,635_L03_R20,Q,S,153.28467153284672
D17_R17,724_D16,B,N,97.34693877551021
D17_R17,724_D16,D,N,95.47445255474453
D17_R17,724_D16,F,N,90.0
D17_R17,724_D16,M,N,90.0
D17_R17,A32_D20,B,S,180.0
D17_R17,A32_D20,D,S,181.09489051094891
D17_R17,A32_D20,F,S,318.2142857142857
D17_R17,A32_D20,M,S,323.7
D17_R17,R18,N,S,60.0
D17_R17,R18,Q,S,60.0
D17_R17,R18,R,S,60.0
D18,132_D19_L02,F,S,95.35714285714286
D18,132_D19_L02,M,S,96.3
D18,B10,F,N,448.7755102040816
D18,M01,M,N,84212.7
D22,235_D24_R31,D,S,630.0
D22,637_D21,B,N,130.40816326530611
D22,637_D21,D,N,128.22222222222223
D22,D01,D,S,83571.50943396226
D22,R30,B,S,502.9591836734694
D22,R30,D,S,548.0
D25,235_D24_R31,B,N,137.75510204081633
D25,235_D24_R31,Q,N,134.52229299363057
D25,D26,B,S,262.9591836734694
D25,D26,Q,S,257.8481012658228
D26,239_S04,FS,N,180.0
D26,A45_S01,FS,S,86010.0
D26,D25,B,N,257.7551020408163
D26,D25,Q,N,245.9235668789809
D26,D28,B,S,120.0
D26,D28,Q,S,180.0
D27,D29,Q,S,180.0
D28,D26,B,N,141.12244897959184
D28,D26,Q,N,203.31210191082803
D28,D31,B,S,150.0
D28,D31,Q,S,233.35443037974684
D29,D27,Q,N,180.0
D29,D30,Q,S,53.35443037974684
D30,D29,Q,N,46.43312101910828
D30,D32,Q,S,175.63291139240508
D31,D28,B,N,155.20408163265307
D31,D28,Q,N,240.57324840764332
D31,D35,B,S,306.734693877551
D31,D35,Q,S,408.9873417721519
D32,D30,Q,N,179.61783439490446
D32,D33,Q,S,64.36708860759494
D33,D32,Q,N,67.45222929936305
D33,D34,Q,S,115.63291139240506
D34,D33,Q,N,112.54777070063695
D34,D37,Q,S,274.746835443038
D35,D31,B,N,273.3673469387755
D35,D31,Q,N,406.0509554140127
D35,D39,B,S,428.8775510204082
D35,D39,Q,S,317.8481012658228
D37,D34,Q,N,270.95541401273886
D37,D38,Q,S,60.0
D38,D37,Q,N,60.0
D38,D41,Q,S,458.1645569620253
D39,D35,B,N,285.3061224489796
D39,D35,Q,N,307.45222929936307
D39,D40,B,S,120.0
D39,D40,Q,S,211.70886075949366
D40,D39,B,N,120.0
D40,D39,Q,N,140.828025477707
D40,D43,Q,S,330.0
D41,D38,Q,N,381.78343949044586
D42,B08,Q,N,3451.146496815287
D42,F39,F,N,90.0
D42,R14,Q,S,83110.82278481012
D43,710_G14,F,N,4392.857142857143
D43,B08,N,S,82870.0
D43,B08,Q,S,82815.75949367089
D43,B23,D,N,244.66666666666666
D43,D42,Q,N,90.0
D43,F05,F,S,80855.73248407643
D43,G20,F,N,3902.4324324324325
D43,R01,N,S,81744.26470588235
D43,R36,N,N,1528.8805970149253
F01,F03,E,S,171.42857142857142
F01,F03,F,S,214.1326530612245
F01,F04,E,N,85980.0
F01,F04,F,N,85724.38775510204
F02,D42,F,N,80621.53846153847
F02,F04,F,S,207.09183673469389
F02,F27,F,N,81810.0
F02,F35,F,N,81105.0
F02,F38,F,N,81158.57142857143
F03,F01,E,N,188.57142857142858
F03,F01,F,N,407.2959183673469
F03,F02,F,S,86279.69387755102
F04,B04,F,S,1351.6836734693877
F04,F02,E,N,300.0
F04,F02,F,N,555.6122448979592
F05,F03,E,N,300.0
F05,F03,F,N,363.6734693877551
F05,F06,E,S,109.01408450704226
F05,F06,F,S,116.0204081632653
F05,G07,E,N,90.0
F06,F03,E,N,330.0
F06,F05,E,N,179.1549295774648
F06,F05,F,N,120.0
F06,F07,E,S,90.0
F06,F07,F,S,92.60204081632654
F06,G07,E,N,190.93023255813952
F06,G08,E,S,155.1492537313433
F07,F06,E,N,90.0
F07,F06,F,N,90.0
F07,G08,E,S,111.12676056338029
F07,G08,F,S,116.93877551020408
F12,228_A36_E01_R25,E,S,1147.3170731707316
F12,630_F11,E,N,96.58536585365853
F12,630_F11,M,N,97.8
F12,D18,M,S,453.3
F14,132_D19_L02,F,N,376.98979591836735
F14,F15_M18,F,S,114.18367346938776
F15_M18,F14,F,N,95.66326530612245
F15_M18,F16,F,S,90.0
F15_M18,M16,J,S,85949.78260869565
F15_M18,M16,M,S,450.0
F15_M18,M23,J,N,85854.13043478261
F16,F15_M18,F,N,78.21428571428571
F16,F18,F,S,166.53061224489795
F18,F16,F,N,200.96938775510205
F18,F20,F,S,303.55670103092785
F18,F24,F,S,510.0
F20,F18,F,N,259.63917525773195
F20,F21,F,S,104.22680412371135
F20,F21,G,S,103.89261744966443
F20,G36,G,N,218.25503355704697
F21,F20,F,N,91.23711340206185
F21,F20,G,N,90.80536912751678
F21,F22,F,S,124.94845360824742
F21,F22,G,S,124.42953020134229
F22,F21,F,N,120.0
F22,F21,G,N,120.0
F22,F23_R33,F,S,133.29896907216494
F22,F23_R33,G,S,133.08724832214764
F23_R33,F22,F,N,91.23711340206185
F23_R33,F22,G,N,91.00671140939598
F23_R33,F24,F,S,95.10309278350516
F23_R33,F24,G,S,94.83221476510067
F23_R33,R32,D,N,109.14893617021276
F23_R33,R32,N,N,109.33333333333333
F23_R33,R32,R,N,120.39735099337749
F23_R33,R34,D,S,115.0
F23_R33,R34,N,S,111.72413793103448
F23_R33,R34,R,S,100.8
F24,F18,F,N,465.0
F24,F23_R33,F,N,118.76288659793815
F24,F23_R33,G,N,117.98657718120805
F24,F25,F,S,90.0
F24,F25,G,S,90.0
F24,F27,F,S,240.0
F25,F24,F,N,116.75257731958763
F25,F24,G,N,115.57046979865771
F25,F26,F,S,147.68041237113403
F25,F26,G,S,147.18120805369128
F26,F25,F,N,159.58762886597938
F26,F25,G,N,157.8523489932886
F26,F27,F,S,93.8659793814433
F26,F27,G,S,93.8255033557047
F27,719_F09_G22,G,S,84356.9798657718
F27,F24,F,N,180.0
F27,F26,F,N,116.1340206185567
F27,F26,G,N,114.76510067114094
F27,F29,F,S,120.0
F29,F27,F,N,120.0
F29,F30,F,S,120.0
F30,F29,F,N,96.15384615384616
F30,F31,F,S,60.0
F31,F30,F,N,63.23076923076923
F31,F32,F,S,60.0
F32,F31,F,N,60.0
F32,F33,F,S,120.0
F33,F32,F,N,95.84615384615384
F33,F34,F,S,90.0
F34,F33,F,N,90.3076923076923
F34,F35,F,S,248.92307692307693
F35,F34,F,N,90.0
F35,F36,F,S,120.0
F36,F35,F,N,120.3680981595092
F36,F38,F,S,316.81528662420385
F38,F36,F,N,97.73006134969326
F38,F39,F,S,122.48407643312102
F39,D42,F,S,90.0
F39,F38,F,N,122.88461538461539
G05,A51_J27_L22,J,N,84950.0
G05,G06,E,S,101.36363636363636
G05,G06,J,S,60.0
G05,M11,J,N,84450.0
G06,G05,E,N,121.81818181818181
G06,G05,J,N,60.0
G06,G07,E,S,150.0
G06,M11,J,S,1892.7067669172932
G07,F05,E,S,90.0
G07,F06,E,S,189.4488188976378
G07,G06,E,N,333.7878787878788
G08,132_D19_L02,M,N,84039.9
G08,710_G14,E,S,431.76795580110496
G08,710_G14,F,S,432.485549132948
G08,A41_R29,R,N,82620.0
G08,F06,E,N,197.91044776119404
G08,F07,E,N,120.0
G08,F07,F,N,120.0
G08,G09,E,S,90.0
G08,G09,F,S,90.0
G08,G09,M,S,119.7
G08,G09,R,S,119.07692307692308
G08,R41,R,N,81377.58620689655
G09,G08,E,N,100.28571428571429
G09,G08,F,N,102.16216216216216
G09,G08,M,N,125.7
G09,G08,R,N,126.61016949152543
G09,G10,E,S,120.0
G09,G10,F,S,120.0
G09,G10,M,S,93.9
G09,G10,R,S,93.92307692307692
G10,G09,E,N,112.28571428571429
G10,G09,F,N,111.08108108108108
G10,G09,M,N,115.5
G10,G09,R,N,116.1864406779661
G10,G11,E,S,60.0
G10,G11,F,S,60.0
G10,G11,M,S,89.7
G10,G11,R,S,89.07692307692308
G11,G10,E,N,70.28571428571429
G11,G10,F,N,72.16216216216216
G11,G10,M,N,99.9
G11,G10,R,N,100.67796610169492
G11,G12,E,S,120.0
G11,G12,F,S,120.0
G11,G12,M,S,119.1
G11,G12,R,S,119.3076923076923
G12,G11,E,N,120.0
G12,G11,F,N,120.0
G12,G11,M,N,118.5
G12,G11,R,N,118.72881355932203
G12,G13,E,S,90.0
G12,G13,F,S,90.0
G12,G13,M,S,90.0
G12,G13,R,S,90.0
G13,710_G14,E,S,90.0
G13,710_G14,F,S,90.0
G13,710_G14,M,S,119.7
G13,710_G14,R,S,119.07692307692308
G13,G12,E,N,92.57142857142857
G13,G12,F,N,93.24324324324324
G13,G12,M,N,102.6
G13,G12,R,N,103.22033898305085
G15,710_G14,E,N,90.0
G15,710_G14,F,N,90.0
G15,710_G14,M,N,118.8
G15,710_G14,R,N,118.72881355932203
G15,G16,E,S,90.0
G15,G16,F,S,90.0
G15,G16,M,S,94.2
G15,G16,R,S,93.6923076923077
G16,G15,E,N,90.0
G16,G15,F,N,90.8108108108108
G16,G15,M,N,102.3
G16,G15,R,N,102.71186440677967
G16,G18,E,S,90.0
G16,G18,F,S,90.0
G16,G18,M,S,90.0
G16,G18,R,S,90.0
G18,G16,E,N,90.0
G18,G16,F,N,90.0
G18,G16,M,N,90.0
G18,G16,R,N,90.0
G18,G19,E,S,91.25
G18,G19,F,S,91.30434782608695
G18,G19,M,S,116.1
G18,G19,R,S,116.53846153846153
G19,G18,E,N,120.0
G19,G18,F,N,120.0
G19,G18,M,N,120.0
G19,G18,R,N,120.0
G19,G20,E,S,120.0
G19,G20,F,S,120.0
G19,G20,M,S,120.0
G19,G20,R,S,120.0
G20,F01,F,S,84671.73913043478
G20,G19,E,N,120.0
G20,G19,F,N,120.0
G20,G19,M,N,120.0
G20,G19,R,N,120.0
G20,G21,E,S,145.0
G20,G21,M,S,144.9
G20,G21,R,S,125.3076923076923
G21,629_R11,R,S,426.9230769230769
G21,710_G14,E,N,342.70588235294116
G21,719_F09_G22,E,S,100.2439024390244
G21,719_F09_G22,M,S,122.7
G21,G20,E,N,121.71428571428571
G21,G20,M,N,120.0
G21,G20,R,N,120.0
G21,R41,R,N,82697.5
G24,719_F09_G22,G,N,60.0
G24,G26,G,S,156.84563758389262
G26,G24,G,N,154.2281879194631
G26,G28,G,S,81.54362416107382
G28,G26,G,N,80.93959731543625
G28,G29_L10,G,S,171.54362416107384
G29_L10,G28,G,N,171.14093959731542
G29_L10,G30,G,S,90.0
G29_L10,L08,L,N,90.0
G29_L10,L11,L,S,60.0
G30,G29_L10,G,N,70.46979865771812
G30,G31,G,S,63.422818791946305
G31,G30,G,N,81.14093959731544
G31,G32,G,S,86.57718120805369
G32,G31,G,N,88.38926174496645
G32,G33,G,S,93.42281879194631
G33,G32,G,N,91.61073825503355
G33,G34,G,S,60.0
G34,G33,G,N,60.0
G34,G35,G,S,90.0
G35,G34,G,N,90.0
G35,G36,G,S,90.0
G36,G35,G,N,90.0
H01,A51_J27_L22,A,N,911.6666666666666
H01,A54,A,N,631.5
H02,H01,A,N,60.0
H02,H03,A,S,123.75
H03,H02,A,N,120.0
H03,H04,A,S,412.1875
H04,H03,A,N,437.741935483871
H04,H06,A,S,387.032967032967
H04,H12,A,S,372.0
H04,H12,H,S,281.42857142857144
H04,H15,H,N,85707.85714285714
H06,H04,A,N,262.5
H06,H07,A,S,201.0989010989011
H07,H06,A,N,97.8409090909091
H07,H08,A,S,113.73626373626374
H08,H07,A,N,125.11363636363636
H08,H09,A,S,75.49450549450549
H09,H08,A,N,90.0
H09,H10,A,S,92.96703296703296
H10,H09,A,N,114.88636363636364
H10,H11,A,S,90.0
H11,H10,A,N,95.11363636363636
H12,H13,A,S,90.0
H12,H13,H,S,90.0
H13,H12,A,N,114.0
H13,H12,H,N,92.14285714285714
H13,H14,A,S,72.0
H13,H14,H,S,60.714285714285715
H14,H13,A,N,96.0
H14,H13,H,N,118.21428571428571
H14,H15,A,S,114.0
H14,H15,H,S,91.78571428571429
H15,H14,A,N,144.0
H15,H14,H,N,121.78571428571429
J12,J13,J,S,90.0
J13,J12,J,N,90.0
J13,J14,J,S,118.64661654135338
J14,J13,J,N,118.67647058823529
J14,J15,J,S,90.0
J15,J14,J,N,90.0
J15,J16,J,S,111.8796992481203
J16,J15,J,N,109.63235294117646
J16,J17,J,S,90.0
J17,J16,J,N,90.0
J17,J19,J,S,68.34586466165413
J19,J17,J,N,69.04411764705883
J19,J20,J,S,111.8796992481203
J20,J19,J,N,109.63235294117646
J20,J21,J,S,118.33333333333333
J20,J22,J,S,180.0
J21,J20,J,N,120.0
J21,J22,J,S,61.75
J21,J23,J,S,150.0
J22,J20,J,N,180.0
J22,J21,J,N,60.0
J22,J23,J,S,90.0
J22,J24,J,S,180.0
J23,J21,J,N,150.0
J23,J22,J,N,90.0
J23,J24,J,S,90.0
J24,A51_J27_L22,J,S,166.01503759398497
J24,J22,J,N,180.0
J24,J23,J,N,90.0
J28,A51_J27_L22,J,N,137.14285714285714
J28,J29,J,S,90.0
J28,J30,J,S,150.0
J29,A51_J27_L22,J,N,150.0
J29,J28,J,N,90.0
J29,J30,J,S,90.0
J29,J31,J,S,150.0
J30,J28,J,N,150.0
J30,J29,J,N,90.0
J30,J31,J,S,90.0
J30,M19,J,S,970.0
J31,J29,J,N,150.0
J31,J30,J,N,90.0
J31,M19,J,S,916.5909090909091
L05,635_L03_R20,L,N,82.96703296703296
L05,L06,L,S,60.0
L06,L05,L,N,60.0
L06,L08,L,S,210.0
L08,G29_L10,L,S,99.01098901098901
L08,L06,L,N,213.95604395604394
L11,G29_L10,L,N,65.05494505494505
L11,L12,L,S,90.0
L12,L11,L,N,90.0
L12,L13,L,S,60.0
L13,L12,L,N,60.0
L13,L14,L,S,94.3956043956044
L14,L13,L,N,95.71428571428571
L14,L15,L,S,120.0
L15,L14,L,N,120.0
L15,L16,L,S,90.0
L16,L15,L,N,90.0
L16,L17_M08,L,S,102.74725274725274
L17_M08,L16,L,N,90.0
L17_M08,L19,L,S,90.0
L17_M08,M06,M,S,90.0
L17_M08,M09,M,N,120.0
L19,L17_M08,L,N,95.0
L19,L20,L,S,150.0
L20,L19,L,N,132.61363636363637
L20,L21,L,S,90.0
L21,A51_J27_L22,L,S,96.50190114068441
L21,L20,L,N,90.0
L24,A51_J27_L22,L,N,127.38636363636364
L24,L25,L,S,90.0
L25,L24,L,N,90.0
L25,L26,L,S,74.37262357414448
L26,L25,L,N,76.36363636363636
L26,L27,L,S,90.0
L27,L26,L,N,90.0
L27,L28,L,S,165.2851711026616
L28,L27,L,N,127.5
L28,L29,L,S,90.0
L29,L28,L,N,90.0
M01,F15_M18,M,S,84853.00884955752
M01,M04,M,N,145.58823529411765
M04,M01,M,S,131.4179104477612
M04,M05,M,N,113.6029411764706
M05,M04,M,S,103.88059701492537
M05,M06,M,N,82.94117647058823
M06,L17_M08,M,N,92.20588235294117
